phase,name,type,version,layer,role,connects_to,interfaces,source,repo_url,crate_url,direct_dependencies,dependency_count_est,language_or_stack,deployment_form,maturity,license,last_verified_year,notes,status,gap_or_conflict,conflicts_with,missing_depends_on,priority,rationale,selected_primary,option_2,option_3,decision_notes,dependencies,reverse_dependencies,ecosystem,tags,security_notes
Phase 3: Agent kernel/policy/memory/telemetry,agent-tools-macros,crate,0.3.2,L3: Tools,Macros for agent-tools,agent-tools,Rust macros,https://crates.io/crates/agent-tools-macros,,https://crates.io/crates/agent-tools-macros,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,agent-prompts,crate,0.3.2,L3: Prompts,Prompt management primitives,agent-kernel/tools,Rust APIs,https://crates.io/crates/agent-prompts,,https://crates.io/crates/agent-prompts,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 2: Core runtime + MCP/tooling,Artifact signing + provenance,component,,L1: Security/Identity,"Signing of images, manifests, and updates; provenance attestations",Update system; A/B; supply chain,Sigstore/GPG/keys,,,,,,,component,,,2025.0,,missing,gap,,Key management; update manager,P0,Needed to prevent compromised node updates in a P2P swarm.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,agent-primitives,crate,0.3.2,L3: Agent Kernel,Shared primitives/types,agent-* crates,Rust APIs,https://crates.io/crates/agent-primitives,,https://crates.io/crates/agent-primitives,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 5: UI/Apps + Ops,kandil_code,crate,2.1.1,L7: Devtool,Code tooling crate (validate),dev workflows,Rust APIs,https://crates.io/crates/kandil_code,,https://crates.io/crates/kandil_code,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 1: Foundation (env/configs/redox),agent-configs,crate,0.3.2,L1: configs/Settings,Agent configsuration crate,agent-kernel; policy,Rust APIs,https://crates.io/crates/agent-configs,,https://crates.io/crates/agent-configs,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 2: Core runtime + MCP/tooling,ssh-agent-mux,crate,0.2.0,L1: Security/Access,SSH agent multiplexing,devops/auth; tool access,Rust APIs,https://crates.io/crates/ssh-agent-mux,,https://crates.io/crates/ssh-agent-mux,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 1: Foundation (env/configs/redox),windows-sys,crate,0.61.2,L0: Foundation/Platform,Windows system bindings,Windows dev support,Rust APIs,https://crates.io/crates/windows-sys,,https://crates.io/crates/windows-sys,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 2: Core runtime + MCP/tooling,rmcp-macros,crate,0.12.0,L4: Tool Gateway/MCP,Macros for rmcp,rmcp,Rust macros,https://crates.io/crates/rmcp-macros,,https://crates.io/crates/rmcp-macros,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 5: UI/Apps + Ops,adk-ui,crate,0.1.7,L5: UI,UI toolkit (validate),agent dashboards,Rust APIs,https://crates.io/crates/adk-ui,,https://crates.io/crates/adk-ui,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 4: Swarm/mesh + distributed inference,Node identity + enrollment,component,,L1: Security/Identity,"Enrollment, key rotation, trust policy, optional TPM attestation",qudag-crypto; vault; p2p,Identity API,,,,,,,component,,,2025.0,,missing,gap,,Vault + crypto + policy,P0,Crypto primitives exist; missing operational identity lifecycle.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,rexis,crate,0.1.0,L3: Agent Platform,Agent/runtime component (validate),agent kernel/policy/tools,Rust APIs,https://crates.io/crates/rexis,,https://crates.io/crates/rexis,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 2: Core runtime + MCP/tooling,mxpnexus-registry,crate,0.2.0,L3: Registry/Identity,MXP Nexus registry,mxp; mxp-agents,Rust APIs,https://crates.io/crates/mxpnexus-registry,,https://crates.io/crates/mxpnexus-registry,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 2: Core runtime + MCP/tooling,mxpnexus-registry-proto,crate,0.2.0,L3: Registry/Identity,Types/proto for MXP Nexus registry,mxpnexus-registry,Rust APIs,https://crates.io/crates/mxpnexus-registry-proto,,https://crates.io/crates/mxpnexus-registry-proto,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 2: Core runtime + MCP/tooling,mxpnexus-core,crate,0.1.1,L3: Registry/Identity,MXP Nexus core,"mxp, mxpnexus-registry",Rust APIs,https://crates.io/crates/mxpnexus-core,,https://crates.io/crates/mxpnexus-core,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,Glue Chain: Agent Policy → Code Capabilities (cedar-policy → cap-std/cap-std-ext),component,,L3: Policy to Capabilities,Translate Cedar allow/deny into passing only specific cap-std handles to child processes (no ambient authority),"cedar-policy, cap-std, cap-std-ext, supervisor",cap-std handles,internal,,,,,,,,,2025.0,,keep,ok,,,P0,Turns policy decisions into enforceable sandbox restrictions.,,,,,,,,,
Phase 4: Swarm/mesh + distributed inference,revm,crate,,L3: Execution/VM,EVM implementation (revm),chains/exchange modules,Rust APIs,https://crates.io/crates/revm,,https://crates.io/crates/revm,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,,,,,,,,,,,,,,,
Phase 1: Foundation (env/configs/redox),Native Windows build env (MSYS2),component,,L0: Dev/Toolchain,Native Windows build environment providing Unix-like tooling for building QEMU/Redox components,Redox build; QEMU; cross toolchains,MSYS2 shells; mingw/clang toolchains,https://www.qemu.org/docs/master/devel/build-environment.html,,,,,,,,,2025.0,,candidate,,,,P1,,option_2,,,QEMU and many Unix-oriented build chains recommend MSYS2 on Windows; enables all-Windows build without WSL.,,,,,
"Phase 1 (Foundation: configs, storage, CAS)",tsc-now,crate,0.1.0,Time/Low-level,TSC reader (x86_64),,,user_list,,https://crates.io/crates/tsc-now,,,Rust,,,,,,needs_verification,,,,,,,,,,,nanosecond-scheduler,QuDAG/rev.io,"x86, time",
Phase 2: Core runtime + MCP/tooling,Glue Chain: Swarm Identity → Gateway RBAC (Ockam → agentgateway),component,,L1→L4: Identity to Gateway,Use Ockam credentials/ABAC attributes as identity substrate; feed governance decisions into agentgateway via dynamic configs/policies,"ockam, agentgateway",ABAC attributes; gateway policies,internal,,,,,,,,,2025.0,,keep,ok,,,P0,Concrete identity-to-gateway governance bridge without Holochain.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,Glue Chain: Gateway RBAC → Agent Policy (agentgateway → cedar-policy),component,,L4→L3: Gateway to Agent,Attach signed capability claims at gateway; validate and interpret locally via cedar-policy + agent-policy,"agentgateway, agent-policy, cedar-policy",JWT/claims; Cedar policies,internal,,,,,,,,,2025.0,,keep,ok,,,P0,Separates gateway enforcement from agent-local semantics.,,,,,,,,,
Phase 5: Research/Advanced ML + Formal Methods,temporal-neural-solver,crate,0.1.2,L4: Inference Serving,neural inference,,,https://crates.io/crates/temporal-neural-solver,https://github.com/ruvnet/midstream,https://crates.io/crates/temporal-neural-solver,aligned-vec;simd;serde,3.0,,,,,,,,,,,,,,,,,aligned-vec;simd;serde,,,,
Phase 5: Research/Advanced ML + Formal Methods,temporal-lead-solver,crate,0.1.0,L5: Research/Temporal,temporal solver,,,https://crates.io/crates/temporal-lead-solver,https://github.com/ruvnet/midstream,https://crates.io/crates/temporal-lead-solver,sublinear;nalgebra;rayon,3.0,,,,,,,,,,,,,,,,,sublinear;nalgebra;rayon,,,,
Phase 5: Research/Advanced ML + Formal Methods,temporal-compare,crate,0.5.0,L5: Research/Utils,temporal benchmark,,,https://crates.io/crates/temporal-compare,https://github.com/ruvnet/midstream,https://crates.io/crates/temporal-compare,criterion;serde;tokio;ruvector-core,4.0,,,,,,,,,,,,,,,,,criterion;serde;tokio;ruvector-core,,,,
Phase 5: Research/Advanced ML + Formal Methods,temporal-attractor-studio,crate,0.1.0,L5: Research/Temporal,FTLE studio,,,https://crates.io/crates/temporal-attractor-studio,https://github.com/ruvnet/midstream,https://crates.io/crates/temporal-attractor-studio,ndarray;vp-tree;serde;rayon,4.0,,,,,,,,,,,,,,,,,ndarray;vp-tree;serde;rayon,,,,
Phase 4 (Compute & WASM),synaptic-neural-wasm,crate,0.1.0,L5: Edge/WASM,WASM neural engine,,,https://crates.io/crates/synaptic-neural-wasm,https://github.com/ruvnet/Synaptic-Neural-Mesh,https://crates.io/crates/synaptic-neural-wasm,wasm-bindgen;ruvector-core;serde-wasm-bindgen,3.0,,,,,,,,,,,,,,,,,wasm-bindgen;ruvector-core;serde-wasm-bindgen,,,,
,ruvector-graph,crate,0.1.25,vector/graph-db,Distributed (Neo4j-compatible claimed) hypergraph DB on ruvector,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-graph,ruvector-core; ruvector-cluster; serde; roaring,,,,,,2025.0,User-supplied; verify Cypher/Neo4j compatibility scope.,unverified,,,,,,,,,,,ruvector-graph-node; ruvector-graph-wasm,,,
,ruvector-raft,crate,0.1.22,vector/consensus,Raft consensus impl for ruvector distributed metadata,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-raft,raft; tokio; serde; ruvector-core,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,ruvector-cluster,,,
,ruvector-metrics,crate,0.1.22,vector/observability,Prometheus metrics for ruvector,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-metrics,prometheus; lazy_static; serde,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,ruvector-server,,,
,ruvector-gnn,crate,0.1.25,vector/gnn,GNN layer over HNSW topology,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-gnn,ruvector-core; ndarray; rayon; serde,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,ruvector-gnn-node; ruvector-gnn-wasm,,,
,ruvector-filter,crate,0.1.22,vector/filtering,Metadata filtering for ruvector search,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-filter,ruvector-core; serde; uuid; chrono; dashmap,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,ruvector-server,,,
,ruvector-core,crate,0.1.22,vector/core,Vector DB core with HNSW indexing,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-core,crossbeam; parking_lot; rayon; serde,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,ruvector-collections; ruvector-filter; ruvector-cluster; ruvector-gnn,,,
,ruvector-cluster,crate,0.1.22,vector/distributed,Distributed clustering/sharding for ruvector,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-cluster,ruvector-core; serde; tokio; raft,,,,,,2025.0,User-supplied; raft crate version/impl to confirm.,unverified,,,,,,,,,,,ruvector-server,,,
,ruvector-attention,crate,0.1.0,vector/attention,Attention mechanisms for ruvector (geometric/graph/sparse),,,user_list_2025-12-24,,https://crates.io/crates/ruvector-attention,ndarray; simd; ruvector-core,,,,,,2025.0,User-supplied; check whether dependency is 'simd' crate or feature.,unverified,,,,,,,,,,,ruvector-attention-node; ruvector-attention-wasm,,,
,ruvector-collections,crate,0.1.22,vector/collections,Multi-tenant collection management for ruvector,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-collections,dashmap; serde; ruvector-core; chrono,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,ruvector-server,,,
Phase 5: Research/Advanced ML + Formal Methods,veritas-nexus,crate,0.1.0,L4: Inference Serving,multimodal lie detection,,,https://crates.io/crates/veritas-nexus,https://github.com/ruv-FANN/veritas-nexus,https://crates.io/crates/veritas-nexus,ort;image;serde;tokenizers,4.0,,,,,,,,,,,,,,,,,ort;image;serde;tokenizers,,,,
,ruvnet/genesis,repo,,L1: Security/Identity,Genesis / bootstrap tooling (purpose needs validation),QuDAG/DAA/Synaptic components,CLI/configs,https://github.com/ruvnet/genesis,https://github.com/ruvnet/genesis,,,,Rust,repo,,,2025.0,Purpose should be validated from README/Cargo manifests.,,,,,,,,,,,,,,,
,ruv-swarm-cli,crate,,L7: Ops/CLI,CLI for RUV swarm orchestration,ruvswarm-core / ruvswarm-mcp,CLI,https://crates.io/crates/ruv-swarm-cli,,https://crates.io/crates/ruv-swarm-cli,,,Rust,crate,,,2025.0,Dependencies not extracted (JS-blocked).,,,,,,,,,,,,,,,
,ruvector-attention-node,crate,0.1.0,vector/node-bindings,Node.js bindings for ruvector-attention (NAPI),,,user_list_2025-12-24,,https://crates.io/crates/ruvector-attention-node,napi; napi-derive; ruvector-attention,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,,,,
,sigoden/aichat,repo,,L7: Ops/CLI,CLI chat client for LLMs,"LLM providers, local inference servers",CLI,https://github.com/sigoden/aichat,https://github.com/sigoden/aichat,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,apache/opendal,repo,,L3: Storage/I-O,Unified storage access,CAS/blob stores,Rust APIs,https://github.com/apache/opendal,https://github.com/apache/opendal,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,holo-routing/holo,repo,,L2: Networking,Routing protocol suite (validate),network plane,Net protocols,https://github.com/holo-routing/holo,https://github.com/holo-routing/holo,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,harlanc/xiu,repo,,L4: Media/Realtime,Streaming server (RTMP/HLS/etc; validate),Edge streaming,RTMP/HLS/HTTP,https://github.com/harlanc/xiu,https://github.com/harlanc/xiu,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
Phase 1: Foundation (env/configs/redox),RAUC (via zbus),component,,L6: Update/Deployment,RAUC D-Bus update client via zbus bindings,,,https://rauc.io/,,,,,,,,,2025.0,,candidate,ok,,,P0,"Alternative update engine providing atomic, signed, A/B system updates.",,,,,,,,,
,ruvector-attention-wasm,crate,0.1.0,vector/wasm,WASM bindings for ruvector-attention,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-attention-wasm,wasm-bindgen; ruvector-attention,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,,,,
,crt-fork/swim-rust,repo,,L2: Swarm Fabric,SWIM membership/failure detection,P2P mesh health/membership,Rust APIs,https://github.com/crt-fork/swim-rust,https://github.com/crt-fork/swim-rust,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,topheman/webassembly-component-model-experiments,repo,,L5: Edge/WASM,WASM Component Model experiments,WASM components for agents/tools,WASM,https://github.com/topheman/webassembly-component-model-experiments,https://github.com/topheman/webassembly-component-model-experiments,,,,WASM/JS/Rust (multi),repo,,,2025.0,,,,,,,,,,,,,,,,
,ThomasMarches/substrate-mcp-rs,repo,,L4: Tool Gateway/MCP,MCP bridge for Substrate chains,"Substrate nodes, MCP clients",MCP,https://github.com/ThomasMarches/substrate-mcp-rs,https://github.com/ThomasMarches/substrate-mcp-rs,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,chirpstack/chirpstack,repo,,L6: Edge/IoT,LoRaWAN network server stack (device fleet/telemetry),Edge devices -> broker/storage; ops dashboards,MQTT/HTTP/gRPC (varies),https://github.com/chirpstack/chirpstack,https://github.com/chirpstack/chirpstack,,,,Rust/Go (multi),repo,,,2025.0,,,,,,,,,,,,,,,,
,pkalivas/radiate,repo,,L4: UI/Realtime,Realtime UI/visualization project (validate),Observability dashboards,Web,https://github.com/pkalivas/radiate,https://github.com/pkalivas/radiate,,,,Rust/Web (multi),repo,,,2025.0,,,,,,,,,,,,,,,,
,ruvector-gnn-node,crate,0.1.22,vector/node-bindings,Node.js bindings for ruvector-gnn,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-gnn-node,napi; napi-derive; ruvector-gnn,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,,,,
,ruvector-gnn-wasm,crate,0.1.2,vector/wasm,WASM bindings for ruvector-gnn,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-gnn-wasm,wasm-bindgen; ruvector-gnn,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,,,,
,nushell/nushell,repo,,L7: Ops/CLI,Modern shell (structured data pipelines) for operator workflows,"CLI tooling, scripts, ops automation",CLI,https://github.com/nushell/nushell,https://github.com/nushell/nushell,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,ruvector-graph-node,crate,0.1.22,vector/node-bindings,Node.js bindings for ruvector-graph,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-graph-node,napi; napi-derive; ruvector-graph,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,,,,
,ruvector-graph-wasm,crate,0.1.22,vector/wasm,WASM bindings for ruvector-graph,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-graph-wasm,wasm-bindgen; js-sys; ruvector-graph,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,,,,
,ruvector-node,crate,0.1.22,vector/node-bindings,Node.js bindings for ruvector-core,,,user_list_2025-12-24,,https://crates.io/crates/ruvector-node,napi; napi-derive; ruvector-core,,,,,,2025.0,User-supplied.,unverified,,,,,,,,,,,,,,
,ruvector-postgres,crate,0.2.6,vector/postgres,PostgreSQL extension for ruvector (pgvector replacement claimed),,,user_list_2025-12-24,,https://crates.io/crates/ruvector-postgres,postgres; pgx; serde; simd-json,,,,,,2025.0,User-supplied; confirm pgx compatibility matrix and install story.,unverified,,,,,,,,,,,,,,
,synaptic-mesh-cli,crate,0.1.1,L7: Ops/CLI,CLI integrating Synaptic Mesh components,synaptic-neural-mesh; qudag-*; daa-*,CLI,https://crates.io/crates/synaptic-mesh-cli,https://github.com/ruvnet/Synaptic-Mesh,https://crates.io/crates/synaptic-mesh-cli,,,,,,,2025.0,,,,,,,,,,,,,,,,
,synaptic-qudag-core,crate,0.1.0,L2: Swarm Fabric,Glue between Synaptic Mesh and QuDAG core,qudag-* crates,Rust APIs,https://crates.io/crates/synaptic-qudag-core,https://github.com/ruvnet/Synaptic-Neural-Mesh,https://crates.io/crates/synaptic-qudag-core,,,,,,,2025.0,,,,,,,,,,,,,,,,
,cporter202/API-mega-list,repo,,L8: Reference,API mega list,tool catalog,Docs,https://github.com/cporter202/API-mega-list,https://github.com/cporter202/API-mega-list,,,,Docs,repo,,,2025.0,,,,,,,,,,,,,,,,
,cloudflare/pingora,repo,,L4: Network/Proxy,Proxy framework for edge gateways,"agentgateway, HTTP services",HTTP,https://github.com/cloudflare/pingora,https://github.com/cloudflare/pingora,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,burntsushi/ripgrep,repo,,L7: Devtool,Fast text search,"Dev workflows, code search",CLI,https://github.com/burntsushi/ripgrep,https://github.com/burntsushi/ripgrep,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,restsend/rustpbx,repo,,L4: Realtime/Comms,PBX/VoIP server (validate),Voice comms,SIP/VoIP,https://github.com/restsend/rustpbx,https://github.com/restsend/rustpbx,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
Phase 2: Core runtime + MCP/tooling,agentgateway Gateway Policy + Frontend Policies,component,,L4: Tool Gateway/MCP (policy),Pre-route gateway policies + frontend traffic policies (TCP/TLS/HTTP) with logging/tracing controls; can route based on JWT claims,,,https://github.com/agentgateway/agentgateway/releases,,,,,,,,,2025.0,,keep,ok,,,P0,This is the concrete 'policy enforcement point' mechanism you need for tool access governance and session-aware routing.,,,,,,,,,
,Josh-XT/OpticXT,repo,,L5: Vision,Vision tooling (validate),Perception modules,Varies,https://github.com/Josh-XT/OpticXT,https://github.com/Josh-XT/OpticXT,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,cardea-mcp/RustCoder,repo,,L6: Dev/AI,RustCoder MCP tool (validate),"MCP, coding agents",MCP,https://github.com/cardea-mcp/RustCoder,https://github.com/cardea-mcp/RustCoder,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,smallcloudai/refact,repo,,L6: Dev/AI,AI coding assistant platform (validate),"Dev agents, code intelligence",HTTP/IDE integrations,https://github.com/smallcloudai/refact,https://github.com/smallcloudai/refact,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,AppFlowy-IO/AppFlowy-Cloud,repo,,L6: App/Backend,Collaboration backend,Docs/tasks/knowledge base,HTTP/gRPC,https://github.com/AppFlowy-IO/AppFlowy-Cloud,https://github.com/AppFlowy-IO/AppFlowy-Cloud,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,eza-community/eza,repo,,L7: Devtool,Modern ls replacement,Dev workflows,CLI,https://github.com/eza-community/eza,https://github.com/eza-community/eza,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,tracel-ai/cubecl,repo,,L4: Compute,Compute abstractions (validate),Inference/compute backend,Rust APIs,https://github.com/tracel-ai/cubecl,https://github.com/tracel-ai/cubecl,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,serverlesstechnology/cqrs,repo,,L3: Data/State,CQRS patterns in Rust,State/event sourcing,Rust APIs,https://github.com/serverlesstechnology/cqrs,https://github.com/serverlesstechnology/cqrs,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,uutils/coreutils,repo,,L7: Devtool,Cross-platform Rust rewrite of GNU coreutils,Dev/workstation base utilities,CLI,https://github.com/uutils/coreutils,https://github.com/uutils/coreutils,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,arkflow-rs/arkflow,repo,,L3: Orchestration,ArkFlow workflow engine,Agent workflows,Rust APIs,https://github.com/arkflow-rs/arkflow,https://github.com/arkflow-rs/arkflow,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,tensorzero/tensorzero,repo,,L3: Agent/LLM Ops,LLM app gateway/observability (validate),"Inference, routing, eval",HTTP,https://github.com/tensorzero/tensorzero,https://github.com/tensorzero/tensorzero,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,fede1024/rust-rdkafka,repo,,L3: Messaging,Kafka client for Rust,Event bus/streaming,Kafka,https://github.com/fede1024/rust-rdkafka,https://github.com/fede1024/rust-rdkafka,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,ruvnet/Synaptic-Mesh,repo,,L2: Swarm Fabric,Synaptic Mesh repo/workspace,Synaptic Mesh crates,Rust APIs/CLI,https://github.com/ruvnet/Synaptic-Mesh,https://github.com/ruvnet/Synaptic-Mesh,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,0x676e67/vproxy,repo,,L4: Network/Proxy,Proxy / network utility (validate),"Gateways, service mesh",Network protocols,https://github.com/0x676e67/vproxy,https://github.com/0x676e67/vproxy,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,ruvnet/sublinear-time-solver,repo,,L5: Research/Runtime,Sublinear-time solver research,Optimization/planning modules,Rust APIs,https://github.com/ruvnet/sublinear-time-solver,https://github.com/ruvnet/sublinear-time-solver,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,DreamLab-AI/VisionFlow,repo,,L5: Vision,Vision pipeline (validate),Perception modules,Varies,https://github.com/DreamLab-AI/VisionFlow,https://github.com/DreamLab-AI/VisionFlow,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,synaptic-neural-mesh,crate,0.1.0,L2: Swarm Fabric,Neural mesh coordination layer for distributed agents,synaptic-qudag-core; qudag-network; libp2p,Rust APIs,https://crates.io/crates/synaptic-neural-mesh,https://github.com/ruvnet/Synaptic-Neural-Mesh,https://crates.io/crates/synaptic-neural-mesh,,,,,,,2025.0,,,,,,,,,,,,,,,,
,MervinPraison/PraisonAI,repo,,L3: Agent Platform,Agent framework (validate),Agents/orchestration,Varies,https://github.com/MervinPraison/PraisonAI,https://github.com/MervinPraison/PraisonAI,,,,Python/TypeScript/etc,repo,,,2025.0,,,,,,,,,,,,,,,,
,shubhamgupta-github/Kubernetes-MLOps-Infrastructure-Implementation,repo,,L6: Infra/MLOps,Kubernetes MLOps infra templates,"Cluster deployment, pipelines",K8s,https://github.com/shubhamgupta-github/Kubernetes-MLOps-Infrastructure-Implementation,https://github.com/shubhamgupta-github/Kubernetes-MLOps-Infrastructure-Implementation,,,,K8s/YAML,repo,,,2025.0,,,,,,,,,,,,,,,,
,swc-project/swc,repo,,L5: Toolchain,Fast JS/TS compiler,Build pipeline for UI/tools,Rust APIs/CLI,https://github.com/swc-project/swc,https://github.com/swc-project/swc,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,microsoft/trident,repo,,L6: Infra/Security,Trident project (validate),Security/infra automation,Varies,https://github.com/microsoft/trident,https://github.com/microsoft/trident,,,,Rust,repo,,,2025.0,,,,,,,,,,,,,,,,
,ruvllm,crate,0.2.3,L4: Inference Serving,LLM crate (self-described TRM reasoning; needs validation),Can be plugged into agent frameworks,Rust APIs,https://crates.io/crates/ruvllm,,https://crates.io/crates/ruvllm,,,,,,,2025.0,,,,,,,,,,,,,,,,
,ruv-FANN,repo,,L4: Edge/Neural Runtime,Micro neural networks / forecasting / orchestration repo (per repo description),Potential edge inference components; WASM portability,Repo,https://github.com/ruvnet/ruv-FANN,https://github.com/ruvnet/ruv-FANN,,,,,,,,2025.0,,,,,,,,,,,,,,,,
,Synaptic-Neural-Mesh (repo),repo,,L2: Swarm Fabric,Peer-to-peer neural mesh prototype,"synaptic-neural-mesh, synaptic-qudag-core, synaptic-mesh-cli",Rust APIs,https://github.com/ruvnet/Synaptic-Neural-Mesh,https://github.com/ruvnet/Synaptic-Neural-Mesh,,,,,,,,2025.0,,,,,,,,,,,,,,,,
,Quantum-Virtual-Machine (ruvnet),repo,,L5: Research/Runtime,Repository provided by user (not fully resolved in search output),Potential scheduling/runtime research; separate from agent stack,Repo,https://github.com/ruvnet/Quantum-Virtual-Machine,https://github.com/ruvnet/Quantum-Virtual-Machine,,,,,,,,2025.0,,,,,,,,,,,,,,,,
,ruvnet/deflex.net (repo),repo,,L8: Ecosystem/Docs,Repo link provided by user (not resolved via search results; included as provided),Ecosystem site content (assumed),Repo,https://github.com/ruvnet/deflex.net,https://github.com/ruvnet/deflex.net,,,,,,,,2025.0,,,,,,,,,,,,,,,,
,VIVIAN,repo,,L3: Immutable Data/Index Infra,Vector Index Virtual Infrastructure for Autonomous Networks (project description),May integrate with ruvector/qudag for immutable distributed state,Repo/Docs,https://github.com/ruvnet/VIVIAN,https://github.com/ruvnet/VIVIAN,,,,,,,,2025.0,,,,,,,,,,,,,,,,
,tower-llm,crate,,L3: Agent/LLM Primitives,Composable LLM/agent primitives built on Tower services/layers,Integrates with inference backends and tool layers,Rust APIs,https://crates.io/crates/tower-llm,,https://crates.io/crates/tower-llm,,,,,,,2025.0,,,,,,,,,,,,,,,,
,dynamo-llm,crate,,L4: Inference Serving,Multi-node inference framework (crates.io description references NVIDIA Dynamo),Cross-node shared inference; connects to runtimes/services,Rust APIs,https://crates.io/crates/dynamo-llm,,https://crates.io/crates/dynamo-llm,,,,,,,2025.0,,,,,,,,,,,,,,,,
